5.12E+14,2021-05-25T21:50:58.277Z,4,,,,,,,
5.12E+14,2021-05-25T21:50:58.281Z,3,,,,,,,
5.12E+14,2021-05-25T21:50:58.285Z,2,,,,,,,
5.12E+14,2021-05-25T21:50:58.288Z,2,,,,,,,
5.12E+14,2021-05-25T21:50:58.292Z,3,,,,,,,
no AE with 500 pass,,3.551724138,,,,,,,
,,,,,,,,,
5.12E+14,2021-05-25T21:51:56.816Z,66,,,,,,,
5.12E+14,2021-05-25T21:51:56.841Z,11,,,,,,,
5.12E+14,2021-05-25T21:51:56.850Z,7,,,,,,,
5.12E+14,2021-05-25T21:51:56.856Z,5,,,,,,,
5.12E+14,2021-05-25T21:51:56.863Z,6,,,,,,,
5.12E+14,2021-05-25T21:51:56.868Z,4,,,,,,,
5.12E+14,2021-05-25T21:51:56.874Z,1,,,,,,,
5.12E+14,2021-05-25T21:51:56.881Z,4,,,,,,,
5.12E+14,2021-05-25T21:51:56.886Z,4,,,,,,,
5.12E+14,2021-05-25T21:51:56.892Z,4,,,,,,,
5.12E+14,2021-05-25T21:51:56.897Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.901Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.910Z,8,,,,,,,
5.12E+14,2021-05-25T21:51:56.914Z,1,,,,,,,
5.12E+14,2021-05-25T21:51:56.921Z,1,,,,,,,
5.12E+14,2021-05-25T21:51:56.929Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.934Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.939Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.944Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.947Z,2,,,,,,,
5.12E+14,2021-05-25T21:51:56.951Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.955Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.958Z,2,,,,,,,
5.12E+14,2021-05-25T21:51:56.961Z,2,,,,,,,
5.12E+14,2021-05-25T21:51:56.965Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.971Z,6,,,,,,,
5.12E+14,2021-05-25T21:51:56.974Z,1,,,,,,,
5.12E+14,2021-05-25T21:51:56.978Z,3,,,,,,,
5.12E+14,2021-05-25T21:51:56.981Z,2,,,,,,,
5.12E+14,2021-05-25T21:51:56.984Z,1,,,,,,,
AE with 500 pass,,3.517241379,,,,,,,
,,,,,,,,,
5.12E+14,2021-05-25T21:53:15.676Z,423,,,,,,,
5.12E+14,2021-05-25T21:53:15.700Z,6,,,,,,,
5.12E+14,2021-05-25T21:53:15.708Z,7,,,,,,,
5.12E+14,2021-05-25T21:53:15.717Z,7,,,,,,,
5.12E+14,2021-05-25T21:53:15.725Z,6,,,,,,,
5.12E+14,2021-05-25T21:53:15.745Z,19,,,,,,,
5.12E+14,2021-05-25T21:53:15.752Z,1,,,,,,,
5.12E+14,2021-05-25T21:53:15.763Z,11,,,,,,,
5.12E+14,2021-05-25T21:53:15.772Z,6,,,,,,,
5.12E+14,2021-05-25T21:53:15.777Z,3,,,,,,,
5.12E+14,2021-05-25T21:53:15.783Z,2,,,,,,,
5.12E+14,2021-05-25T21:53:15.795Z,5,,,,,,,
